0,5,0,0
0,6,1,0
0,34,9,58
0,16,1,0
0,19,4,0
1,20,1,320
2,20,0,433
3,20,0,1862
4,29,9,3871
5,43,14,5758
0,16,1,0
1,25,9,122
0,16,1,0
1,18,2,0
2,18,0,884
3,18,0,1675
4,18,0,1680
5,18,0,1675
0,15,5,69
0,11,1,0
1,14,3,22
2,17,3,1401
0,12,2,0
