0,7,2,0
0,6,1,0
0,29,4,0
0,22,7,14
0,18,3,101
1,23,5,1128
2,30,7,2388
3,32,2,4742
4,40,8,6589
5,60,20,6810
0,16,1,0
1,39,23,253
0,27,12,76
1,33,6,1208
2,35,2,1330
3,35,0,3265
4,37,2,3696
5,38,1,3685
0,11,1,0
0,12,2,0
1,15,3,314
2,18,3,350
0,10,0,0
