run,day,blue_pop,red_pop,within_trust,between_trust,within_blue_trust,within_red_trust,total_spawned,total_consumed,z0_spawn,z1_spawn,z2_spawn,z3_spawn,z4_spawn,z0_cons,z1_cons,z2_cons,z3_cons,z4_cons,z0_blue_cons,z0_red_cons,z1_blue_cons,z1_red_cons,z2_blue_cons,z2_red_cons,z3_blue_cons,z3_red_cons,z4_blue_cons,z4_red_cons,blue_dead,red_dead,blue_born,red_born
4,1,50,50,0.5067346938775514,0.5,0.5084081632653065,0.5050612244897965,0,58,0,0,0,0,0,0,8,11,22,17,0,0,8,0,0,11,16,6,15,2,-50,-50,0,0
4,2,52,50,0.5149093791362708,0.5,0.5125942684766226,0.517224489795919,55,43,0,0,0,55,0,2,4,11,25,1,0,2,4,0,1,10,14,11,1,0,-51,-50,1,0
4,3,56,53,0.5152858933519319,0.5,0.5152597402597412,0.5153120464441225,55,38,0,0,0,55,0,16,0,0,22,0,0,16,0,0,0,0,21,1,0,0,-53,-51,2,2
4,4,57,55,0.5148612060454174,0.5,0.5149749373433593,0.5147474747474754,115,42,0,0,60,55,0,5,0,14,23,0,0,5,0,0,0,14,14,9,0,0,-53,-51,1,2
4,5,57,55,0.5153662565504679,0.5,0.5149749373433593,0.5157575757575764,95,46,0,0,0,55,40,4,0,8,25,9,0,4,0,0,8,0,13,12,0,9,-53,-51,0,0
4,6,59,55,0.5150091210173042,0.5,0.5142606662770319,0.5157575757575764,127,35,72,0,0,55,0,0,0,3,23,9,0,0,0,0,2,1,16,7,5,4,-54,-51,1,0
4,7,59,58,0.514208373065921,0.5,0.5142606662770319,0.5141560798548102,170,33,0,0,60,110,0,8,0,3,22,0,0,8,0,0,0,3,4,18,0,0,-54,-52,0,2
4,8,62,58,0.5139531253049205,0.5,0.5129032258064524,0.5150030248033886,125,37,0,70,0,55,0,3,0,8,26,0,0,3,0,0,0,8,14,12,0,0,-55,-52,2,0
4,9,63,58,0.5137483121968816,0.5,0.5124935995903745,0.5150030248033886,95,29,0,0,0,55,40,0,2,4,23,0,0,0,2,0,0,4,14,9,0,0,-55,-52,1,0
4,10,63,58,0.5137483121968816,0.5,0.5124935995903745,0.5150030248033886,259,52,144,0,60,55,0,5,0,9,25,13,5,0,0,0,4,5,4,21,9,4,-55,-52,0,0
4,11,63,60,0.5154250305917891,0.5,0.5158218125960068,0.5150282485875715,170,62,0,0,60,110,0,6,0,26,26,4,3,3,0,0,4,22,10,16,3,1,-55,-52,0,2
4,12,63,60,0.5161418764699253,0.5,0.5172555043522792,0.5150282485875715,110,37,0,0,0,110,0,0,11,5,21,0,0,0,1,10,0,5,11,10,0,0,-55,-52,0,0
4,13,63,63,0.5154377880184339,0.5,0.5172555043522792,0.5136200716845886,0,22,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,8,13,0,0,-55,-53,0,2
4,14,65,63,0.5149109973807562,0.5,0.5162019230769237,0.5136200716845886,100,17,0,0,60,0,40,11,0,3,2,1,11,0,0,0,3,0,1,1,0,1,-56,-53,1,0
4,15,65,63,0.5150311896884484,0.5,0.5164423076923083,0.5136200716845886,237,46,72,0,0,165,0,0,0,6,28,12,0,0,0,0,3,3,2,26,5,7,-56,-53,0,0
4,16,64,63,0.5137792818740405,0.5,0.5139384920634924,0.5136200716845886,142,20,72,70,0,0,0,1,0,4,12,3,0,1,0,0,0,4,3,9,0,3,-55,-53,0,0
4,17,64,63,0.5139840949820794,0.5,0.5139384920634924,0.5140296979006664,187,35,72,0,60,55,0,0,3,16,16,0,0,0,3,0,8,8,3,13,0,0,-55,-53,0,0
4,18,65,65,0.5133413461538467,0.5,0.5135096153846158,0.5131730769230777,95,25,0,0,0,55,40,2,7,12,4,0,0,2,0,7,4,8,0,4,0,0,-55,-54,1,1
4,19,65,65,0.513822115384616,0.5,0.5135096153846158,0.5141346153846161,55,43,0,0,0,55,0,7,0,0,23,13,7,0,0,0,0,0,6,17,12,1,-55,-54,0,0
4,20,67,65,0.5135123551821319,0.5,0.5128900949796477,0.5141346153846161,130,25,0,70,60,0,0,2,13,3,3,4,2,0,0,13,0,3,0,3,4,0,-55,-54,2,0
4,21,68,65,0.513322794961843,0.5,0.5125109745390698,0.5141346153846161,110,64,0,0,0,110,0,8,15,11,30,0,0,8,0,15,0,11,7,23,0,0,-55,-54,1,0
4,22,68,65,0.513322794961843,0.5,0.5125109745390698,0.5141346153846161,0,31,0,0,0,0,0,0,4,12,15,0,0,0,0,4,1,11,7,8,0,0,-55,-54,0,0
4,23,68,65,0.5135485538934292,0.5,0.5128182616330117,0.5142788461538469,237,29,72,70,0,55,40,0,1,1,20,7,0,0,1,0,0,1,0,20,4,3,-55,-54,0,0
4,24,70,66,0.5135513761600723,0.5,0.5120910973084889,0.5150116550116558,130,26,0,70,60,0,0,5,0,13,2,6,0,5,0,0,0,13,0,2,0,6,-56,-54,1,1
4,25,70,69,0.512908293752284,0.5,0.5120910973084889,0.5137254901960792,127,20,72,0,0,55,0,11,2,5,2,0,0,11,0,2,0,5,0,2,0,0,-56,-55,0,2
4,26,70,69,0.512908293752284,0.5,0.5120910973084889,0.5137254901960792,110,48,0,0,0,110,0,8,0,0,40,0,0,8,0,0,0,0,8,32,0,0,-56,-55,0,0
4,27,66,70,0.5138268977399414,0.5,0.5114219114219116,0.5162318840579712,100,36,0,0,60,0,40,5,1,6,24,0,0,5,0,1,0,6,0,24,0,0,-52,-55,0,1
4,28,62,70,0.5145446065212467,0.5,0.5126916975145428,0.5163975155279504,55,48,0,0,0,55,0,8,18,13,4,5,0,8,3,15,0,13,0,4,1,4,-47,-55,1,0
4,29,61,70,0.5149217662831349,0.5,0.5131147540983609,0.516728778467909,72,42,72,0,0,0,0,7,0,7,18,10,4,3,0,0,0,7,1,17,8,2,-46,-55,0,0
4,30,60,70,0.5154753131908625,0.5,0.5135593220338986,0.5173913043478263,115,12,0,0,60,55,0,5,0,0,6,1,0,5,0,0,0,0,0,6,0,1,-44,-55,1,0
4,31,55,73,0.5160716756607169,0.5,0.5161616161616164,0.5159817351598174,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,-39,-56,0,2
4,32,54,73,0.516201908809818,0.5,0.5164220824598186,0.5159817351598174,220,29,0,70,0,110,40,0,0,6,7,16,0,0,0,0,0,6,0,7,5,11,-38,-56,0,0
4,33,50,73,0.5177539371913151,0.5,0.5191836734693881,0.516324200913242,187,48,72,0,60,55,0,4,0,7,36,1,2,2,0,0,0,7,0,36,0,1,-34,-56,0,0
4,34,46,75,0.5194787831309571,0.5,0.522705314009662,0.5162522522522522,0,9,0,0,0,0,0,4,0,0,5,0,4,0,0,0,0,0,0,5,0,0,-30,-57,0,1
4,35,44,77,0.5174847796022828,0.5,0.519556025369979,0.5154135338345864,55,27,0,0,0,55,0,11,10,1,5,0,0,11,0,10,0,1,0,5,0,0,-28,-58,0,1
4,36,43,77,0.5178102497257944,0.5,0.5199335548172759,0.515686944634313,167,45,72,0,0,55,40,10,0,18,17,0,0,10,0,0,0,18,0,17,0,0,-27,-58,0,0
4,37,40,77,0.5176720647773275,0.5,0.5169230769230768,0.5184210526315782,232,57,72,0,120,0,40,19,0,12,8,18,0,19,0,0,0,12,0,8,0,18,-24,-58,0,0
4,38,33,78,0.5196355727605722,0.5,0.517992424242424,0.5212787212787204,259,69,144,0,60,55,0,38,0,22,7,2,0,38,0,0,0,22,0,7,0,2,-17,-58,0,1
4,39,26,79,0.5248977604673802,0.5,0.5276923076923075,0.522103213242453,142,49,72,70,0,0,0,18,0,12,17,2,0,18,0,0,3,9,0,17,0,2,-10,-58,0,1
4,40,23,81,0.5212643341628844,0.5,0.5205533596837942,0.5219753086419745,115,49,0,0,60,55,0,30,9,3,7,0,0,30,0,9,0,3,0,7,0,0,-7,-59,0,1
4,41,23,86,0.5216173091168631,0.5,0.5205533596837942,0.522681258549932,167,41,72,0,0,55,40,0,0,2,25,14,0,0,0,0,0,2,0,25,0,14,-7,-61,0,3
4,42,23,86,0.5228348193767807,0.5,0.5205533596837942,0.5251162790697671,55,36,0,0,0,55,0,11,0,0,23,2,0,11,0,0,0,0,0,23,0,2,-7,-61,0,0
4,43,19,88,0.5218487048341856,0.5,0.519298245614035,0.5243991640543361,115,29,0,0,60,55,0,6,0,0,23,0,0,6,0,0,0,0,0,23,0,0,-3,-62,0,1
4,44,18,88,0.5207616223082752,0.5,0.5169934640522875,0.5245297805642629,55,27,0,0,0,55,0,9,0,6,12,0,0,9,0,0,0,6,0,12,0,0,-2,-62,0,0
4,45,16,88,0.5173968129571576,0.5,0.5091666666666668,0.5256269592476485,95,21,0,0,0,55,40,0,0,8,13,0,0,0,0,0,0,8,0,13,0,0,0,-62,0,0
4,46,13,90,0.5124843945068662,0.5,0.5,0.5249687890137323,187,36,72,0,60,55,0,0,0,11,23,2,0,0,0,0,0,11,0,23,0,2,3,-63,0,1
4,47,11,92,0.5139751552795018,0.5,0.5,0.5279503105590035,312,56,72,70,60,110,0,0,0,3,37,16,0,0,0,0,0,3,0,37,0,16,5,-64,0,1
4,48,6,97,0.5125644329896892,0.5,0.5,0.5251288659793785,115,47,0,0,60,55,0,9,3,12,23,0,0,9,0,3,0,12,0,23,0,0,10,-65,0,4
4,49,5,103,0.5111364934323228,0.5,0.5,0.5222729868646455,55,38,0,0,0,55,0,12,2,0,24,0,0,12,0,2,0,0,0,24,0,0,11,-68,0,3
4,50,3,106,0.5108265947888573,0.5,0.5,0.5216531895777147,227,42,72,0,60,55,40,6,1,4,14,17,0,6,0,1,0,4,0,14,0,17,13,-68,0,3
4,51,3,108,0.5112841813776379,0.5,0.5,0.5225683627552759,55,73,0,0,0,55,0,22,2,24,25,0,0,22,0,2,0,24,0,25,0,0,13,-69,0,1
4,52,2,108,0.5118726202838337,0.5,0.5,0.5237452405676676,0,28,0,0,0,0,0,5,0,0,22,1,0,5,0,0,0,0,0,22,0,1,14,-69,0,0
4,53,1,109,0.26192660550458574,0.5,0.0,0.5238532110091715,170,27,0,0,60,110,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,15,-69,0,1
4,54,1,113,0.26139380530973305,0.5,0.0,0.5227876106194661,155,45,0,0,60,55,40,0,0,19,26,0,0,0,0,0,0,19,0,26,0,0,15,-71,0,2
4,55,0,113,0.26139380530973305,0.0,0.0,0.5227876106194661,197,53,72,70,0,55,0,0,10,23,15,5,0,0,0,10,0,23,0,15,0,5,16,-71,0,0
4,56,0,113,0.26139380530973305,0.0,0.0,0.5227876106194661,55,37,0,0,0,55,0,0,0,2,23,12,0,0,0,0,0,2,0,23,0,12,16,-71,0,0
4,57,0,116,0.261244377811093,0.0,0.0,0.522488755622186,187,38,72,0,60,55,0,11,1,3,23,0,0,11,0,1,0,3,0,23,0,0,16,-72,0,2
4,58,0,118,0.26120527306967845,0.0,0.0,0.5224105461393569,55,51,0,0,0,55,0,15,0,14,22,0,0,15,0,0,0,14,0,22,0,0,16,-73,0,1
4,59,0,120,0.26090336134453634,0.0,0.0,0.5218067226890727,167,40,72,0,0,55,40,0,3,5,20,12,0,0,0,3,0,5,0,20,0,12,16,-74,0,1
4,60,0,122,0.2610892832949451,0.0,0.0,0.5221785665898901,60,31,0,0,60,0,0,9,0,14,3,5,0,9,0,0,0,14,0,3,0,5,16,-75,0,1
4,61,0,124,0.2607330186205074,0.0,0.0,0.5214660372410148,55,22,0,0,0,55,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,16,-76,0,1
4,62,0,126,0.2605142857142843,0.0,0.0,0.5210285714285686,0,5,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,3,0,0,16,-77,0,1
4,63,0,129,0.260053294573642,0.0,0.0,0.520106589147284,292,40,72,70,0,110,40,4,0,2,26,8,0,4,0,0,0,2,0,26,0,8,16,-78,0,2
4,64,0,132,0.259599814943325,0.0,0.0,0.51919962988665,0,20,0,0,0,0,0,0,7,3,3,7,0,0,0,7,0,3,0,3,0,7,16,-79,0,2
4,65,0,135,0.2593587617468201,0.0,0.0,0.5187175234936402,110,26,0,0,0,110,0,1,3,0,22,0,0,1,0,3,0,0,0,22,0,0,16,-80,0,2
4,66,0,135,0.2593587617468201,0.0,0.0,0.5187175234936402,187,16,72,0,60,55,0,0,4,0,12,0,0,0,0,4,0,0,0,12,0,0,16,-80,0,0
4,67,0,139,0.25882598269210594,0.0,0.0,0.5176519653842119,0,34,0,0,0,0,0,3,15,5,11,0,0,3,0,15,0,5,0,11,0,0,16,-81,0,3
4,68,0,140,0.2586998972250758,0.0,0.0,0.5173997944501516,167,21,72,0,0,55,40,3,0,12,3,3,0,3,0,0,0,12,0,3,0,3,16,-81,0,1
4,69,0,143,0.25826849207130786,0.0,0.0,0.5165369841426157,72,25,72,0,0,0,0,3,0,2,20,0,0,3,0,0,0,2,0,20,0,0,16,-81,0,3
4,70,0,143,0.25826849207130786,0.0,0.0,0.5165369841426157,257,14,72,70,60,55,0,1,0,0,3,10,0,1,0,0,0,0,0,3,0,10,16,-81,0,0
4,71,0,143,0.2576184379001271,0.0,0.0,0.5152368758002542,127,12,72,0,0,55,0,3,0,0,8,1,0,3,0,0,0,0,0,8,0,1,16,-79,0,2
4,72,0,139,0.2579084558440196,0.0,0.0,0.5158169116880392,40,25,0,0,0,0,40,0,1,0,15,9,0,0,0,1,0,0,0,15,0,9,16,-74,0,1
4,73,0,137,0.25796479175611775,0.0,0.0,0.5159295835122355,187,17,72,0,60,55,0,0,0,0,14,3,0,0,0,0,0,0,0,14,0,3,16,-70,0,2
4,74,0,137,0.2574334478316868,0.0,0.0,0.5148668956633736,72,10,72,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,16,-69,0,1
4,75,0,138,0.2568443880249651,0.0,0.0,0.5136887760499302,127,19,72,0,0,55,0,0,0,6,13,0,0,0,0,0,0,6,0,13,0,0,16,-69,0,1
4,76,0,137,0.25694504079003816,0.0,0.0,0.5138900815800763,100,16,0,0,60,0,40,5,0,0,9,2,0,5,0,0,0,0,0,9,0,2,16,-68,0,0
4,77,0,137,0.25694504079003816,0.0,0.0,0.5138900815800763,127,10,72,0,0,55,0,0,0,2,5,3,0,0,0,0,0,2,0,5,0,3,16,-68,0,0
4,78,0,135,0.25695964621337714,0.0,0.0,0.5139192924267543,70,18,0,70,0,0,0,14,0,0,4,0,0,14,0,0,0,0,0,4,0,0,16,-66,0,0
4,79,0,125,0.2580258064516126,0.0,0.0,0.5160516129032252,127,9,72,0,0,55,0,0,4,5,0,0,0,0,0,4,0,5,0,0,0,0,16,-56,0,0
4,80,0,112,0.26000643500643483,0.0,0.0,0.5200128700128697,155,8,0,0,60,55,40,0,5,0,0,3,0,0,0,5,0,0,0,0,0,3,16,-42,0,1
4,81,0,106,0.26099730458221015,0.0,0.0,0.5219946091644203,239,38,144,0,0,55,40,10,11,9,3,5,0,10,0,11,0,9,0,3,0,5,16,-33,0,3
4,82,0,104,0.26061426437640034,0.0,0.0,0.5212285287528007,72,38,72,0,0,0,0,0,5,1,21,11,0,0,0,5,0,1,0,21,0,11,16,-30,0,1
4,83,0,104,0.26061426437640034,0.0,0.0,0.5212285287528007,60,28,0,0,60,0,0,11,0,9,3,5,0,11,0,0,0,9,0,3,0,5,16,-30,0,0
4,84,0,107,0.2600246870040556,0.0,0.0,0.5200493740081112,55,17,0,0,0,55,0,4,0,12,0,1,0,4,0,0,0,12,0,0,0,1,16,-31,0,2
4,85,0,109,0.2596585117227318,0.0,0.0,0.5193170234454636,95,24,0,0,0,55,40,0,0,2,21,1,0,0,0,0,0,2,0,21,0,1,16,-32,0,1
4,86,0,111,0.25931203931203917,0.0,0.0,0.5186240786240783,257,62,72,70,60,55,0,12,0,6,36,8,0,12,0,0,0,6,0,36,0,8,16,-32,0,2
4,87,0,112,0.25914575289575276,0.0,0.0,0.5182915057915055,55,30,0,0,0,55,0,0,3,16,1,10,0,0,0,3,0,16,0,1,0,10,16,-32,0,1
4,88,0,112,0.25914575289575276,0.0,0.0,0.5182915057915055,55,26,0,0,0,55,0,7,0,9,10,0,0,7,0,0,0,9,0,10,0,0,16,-32,0,0
4,89,0,112,0.25924227799227784,0.0,0.0,0.5184845559845557,0,14,0,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,0,11,0,0,16,-32,0,0
4,90,0,115,0.2587643020594964,0.0,0.0,0.5175286041189928,297,45,72,70,60,55,40,4,8,20,5,8,0,4,0,8,0,20,0,5,0,8,16,-33,0,2
4,91,0,114,0.2588495575221238,0.0,0.0,0.5176991150442476,72,22,72,0,0,0,0,0,17,0,3,2,0,0,0,17,0,0,0,3,0,2,16,-32,0,0
4,92,0,113,0.25898388116308463,0.0,0.0,0.5179677623261693,55,26,0,0,0,55,0,0,0,3,20,3,0,0,0,0,0,3,0,20,0,3,16,-30,0,1
4,93,0,112,0.25906531531531524,0.0,0.0,0.5181306306306305,187,17,72,0,60,55,0,3,0,0,11,3,0,3,0,0,0,0,0,11,0,3,16,-29,0,0
4,94,0,116,0.25844827586206887,0.0,0.0,0.5168965517241377,110,22,0,70,0,0,40,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,16,-31,0,2
4,95,0,116,0.25844827586206887,0.0,0.0,0.5168965517241377,55,14,0,0,0,55,0,6,0,6,2,0,0,6,0,0,0,6,0,2,0,0,16,-31,0,0
4,96,0,116,0.25844827586206887,0.0,0.0,0.5168965517241377,115,20,0,0,60,55,0,0,5,0,12,3,0,0,0,5,0,0,0,12,0,3,16,-31,0,0
4,97,0,119,0.2580259222333,0.0,0.0,0.5160518444666,199,27,144,0,0,55,0,16,1,2,3,5,0,16,0,1,0,2,0,3,0,5,16,-32,0,2
4,98,0,120,0.2575700280112044,0.0,0.0,0.5151400560224088,127,4,72,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,16,-31,0,2
4,99,0,121,0.2574449035812671,0.0,0.0,0.5148898071625342,227,13,72,0,60,55,40,0,0,0,4,9,0,0,0,0,0,0,0,4,0,9,16,-31,0,1
4,100,0,120,0.25749299719887947,0.0,0.0,0.5149859943977589,55,2,0,0,0,55,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,16,-30,0,0
4,101,0,122,0.2569976967890529,0.0,0.0,0.5139953935781058,127,22,72,0,0,55,0,0,0,0,16,6,0,0,0,0,0,0,0,16,0,6,16,-30,0,2
4,102,0,119,0.25724255804016516,0.0,0.0,0.5144851160803303,197,11,72,70,0,55,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,16,-27,0,0
4,103,0,118,0.2573301463131971,0.0,0.0,0.5146602926263942,100,17,0,0,60,0,40,3,0,8,6,0,0,3,0,0,0,8,0,6,0,0,16,-26,0,0
4,104,0,119,0.25621706309642495,0.0,0.0,0.5124341261928499,182,29,72,0,0,110,0,12,1,0,14,2,0,12,0,1,0,0,0,14,0,2,16,-25,0,2
4,105,0,121,0.25475895316804403,0.0,0.0,0.5095179063360881,199,36,144,0,0,55,0,13,1,0,22,0,0,13,0,1,0,0,0,22,0,0,16,-24,0,3
4,106,0,118,0.25510647544545845,0.0,0.0,0.5102129508909169,170,50,0,0,60,110,0,15,0,4,23,8,0,15,0,0,0,4,0,23,0,8,16,-21,0,0
4,107,0,118,0.25510647544545845,0.0,0.0,0.5102129508909169,110,65,0,0,0,110,0,5,0,19,40,1,0,5,0,0,0,19,0,40,0,1,16,-21,0,0
4,108,0,120,0.2549579831932773,0.0,0.0,0.5099159663865546,95,32,0,0,0,55,40,4,0,3,20,5,0,4,0,0,0,3,0,20,0,5,16,-22,0,1
4,109,0,120,0.2549579831932773,0.0,0.0,0.5099159663865546,257,13,72,70,60,55,0,0,0,0,5,8,0,0,0,0,0,0,0,5,0,8,16,-22,0,0
4,110,0,124,0.2546616837136113,0.0,0.0,0.5093233674272226,110,51,0,0,0,110,0,1,0,11,38,1,0,1,0,0,0,11,0,38,0,1,16,-24,0,2
4,111,0,126,0.2545142857142857,0.0,0.0,0.5090285714285714,55,29,0,0,0,55,0,4,0,2,23,0,0,4,0,0,0,2,0,23,0,0,16,-24,0,2
4,112,0,126,0.2545142857142857,0.0,0.0,0.5090285714285714,150,31,0,0,0,110,40,3,0,7,21,0,0,3,0,0,0,7,0,21,0,0,16,-24,0,0
4,113,0,126,0.2545142857142857,0.0,0.0,0.5090285714285714,187,22,72,0,60,55,0,0,0,9,12,1,0,0,0,0,0,9,0,12,0,1,16,-24,0,0
4,114,0,128,0.25437376968503933,0.0,0.0,0.5087475393700787,167,33,72,0,0,55,40,0,0,6,12,15,0,0,0,0,0,6,0,12,0,15,16,-25,0,1
4,115,0,128,0.25437376968503933,0.0,0.0,0.5087475393700787,72,18,72,0,0,0,0,5,0,1,12,0,0,5,0,0,0,1,0,12,0,0,16,-25,0,0
4,116,0,128,0.25437376968503933,0.0,0.0,0.5087475393700787,115,17,0,0,60,55,0,0,0,0,14,3,0,0,0,0,0,0,0,14,0,3,16,-25,0,0
4,117,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,237,21,72,70,0,55,40,1,0,0,7,13,0,1,0,0,0,0,0,7,0,13,16,-24,0,0
4,118,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,127,28,72,0,0,55,0,3,9,4,12,0,0,3,0,9,0,4,0,12,0,0,16,-24,0,0
4,119,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,242,11,72,0,60,110,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,16,-24,0,0
4,120,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,0,22,0,0,0,0,0,0,6,0,15,1,0,0,0,6,0,0,0,15,0,1,16,-24,0,0
4,121,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,112,6,72,0,0,0,40,0,1,0,3,2,0,0,0,1,0,0,0,3,0,2,16,-24,0,0
4,122,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,127,10,72,0,0,55,0,0,0,3,1,6,0,0,0,0,0,3,0,1,0,6,16,-24,0,0
4,123,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,132,27,72,0,60,0,0,0,0,0,24,3,0,0,0,0,0,0,0,24,0,3,16,-24,0,0
4,124,0,127,0.2544431946006749,0.0,0.0,0.5088863892013498,55,7,0,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,16,-24,0,0
4,125,0,125,0.254116129032258,0.0,0.0,0.508232258064516,197,13,72,70,0,55,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,16,-22,0,0
4,126,0,119,0.25368893320039887,0.0,0.0,0.5073778664007977,227,0,72,0,60,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-16,0,0
4,127,0,107,0.2526097690001764,0.0,0.0,0.5052195380003528,127,16,72,0,0,55,0,0,4,5,7,0,0,0,0,4,0,5,0,7,0,0,16,-4,0,0
4,128,0,101,0.25218811881188125,0.0,0.0,0.5043762376237625,0,22,0,0,0,0,0,4,0,0,9,9,0,4,0,0,0,0,0,9,0,9,16,3,0,1
4,129,0,95,0.25141097424412095,0.0,0.0,0.5028219484882419,72,20,72,0,0,0,0,3,0,9,8,0,0,3,0,0,0,9,0,8,0,0,16,10,0,1
4,130,0,86,0.2517236662106703,0.0,0.0,0.5034473324213407,167,7,72,0,0,55,40,0,0,1,1,5,0,0,0,0,0,1,0,1,0,5,16,19,0,0
4,131,0,84,0.25180722891566265,0.0,0.0,0.5036144578313253,72,9,72,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,8,0,1,16,21,0,0
4,132,0,84,0.25180722891566265,0.0,0.0,0.5036144578313253,155,18,0,0,60,55,40,5,0,0,9,4,0,5,0,0,0,0,0,9,0,4,16,21,0,0
4,133,0,84,0.25180722891566265,0.0,0.0,0.5036144578313253,252,14,72,70,0,110,0,0,0,4,4,6,0,0,0,0,0,4,0,4,0,6,16,21,0,0
4,134,0,83,0.2511754334410814,0.0,0.0,0.5023508668821628,127,12,72,0,0,55,0,11,0,0,0,1,0,11,0,0,0,0,0,0,0,1,16,22,0,0
4,135,0,83,0.2511754334410814,0.0,0.0,0.5023508668821628,112,21,72,0,0,0,40,2,0,7,9,3,0,2,0,0,0,7,0,9,0,3,16,22,0,0
4,136,0,83,0.2511754334410814,0.0,0.0,0.5023508668821628,60,5,0,0,60,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,4,16,22,0,0
4,137,0,81,0.25123456790123455,0.0,0.0,0.5024691358024691,72,6,72,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,16,24,0,0
4,138,0,76,0.25128070175438594,0.0,0.0,0.5025614035087719,72,9,72,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,5,16,29,0,0
4,139,0,75,0.2509549549549549,0.0,0.0,0.5019099099099098,227,0,72,0,60,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0
4,140,0,73,0.25100837138508364,0.0,0.0,0.5020167427701673,70,22,0,70,0,0,0,0,0,7,11,4,0,0,0,0,0,7,0,11,0,4,16,32,0,0
4,141,0,73,0.25100837138508364,0.0,0.0,0.5020167427701673,127,10,72,0,0,55,0,0,0,4,4,2,0,0,0,0,0,4,0,4,0,2,16,32,0,0
4,142,0,72,0.250508607198748,0.0,0.0,0.501017214397496,259,16,144,0,60,55,0,6,0,0,10,0,0,6,0,0,0,0,0,10,0,0,16,33,0,0
4,143,0,70,0.25045548654244304,0.0,0.0,0.5009109730848861,127,31,72,0,0,55,0,19,0,2,6,4,0,19,0,0,0,2,0,6,0,4,16,35,0,0
4,144,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,95,15,0,0,0,55,40,4,0,0,11,0,0,4,0,0,0,0,0,11,0,0,16,39,0,0
4,145,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,182,39,72,0,0,110,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,16,39,0,0
4,146,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,187,37,72,0,60,55,0,0,0,10,15,12,0,0,0,0,0,10,0,15,0,12,16,39,0,0
4,147,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,167,35,72,0,0,55,40,3,0,7,24,1,0,3,0,0,0,7,0,24,0,1,16,39,0,0
4,148,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,220,33,0,70,0,110,40,5,0,2,23,3,0,5,0,0,0,2,0,23,0,3,16,39,0,0
4,149,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,199,23,144,0,0,55,0,12,0,3,1,7,0,12,0,0,0,3,0,1,0,7,16,39,0,0
4,150,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,182,36,72,0,0,110,0,0,0,1,35,0,0,0,0,0,0,1,0,35,0,0,16,39,0,0
4,151,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,127,21,72,0,0,55,0,7,0,0,11,3,0,7,0,0,0,0,0,11,0,3,16,39,0,0
4,152,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,155,11,0,0,60,55,40,7,0,0,4,0,0,7,0,0,0,0,0,4,0,0,16,39,0,0
4,153,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,127,30,72,0,0,55,0,0,0,6,15,9,0,0,0,0,0,6,0,15,0,9,16,39,0,0
4,154,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,72,38,72,0,0,0,0,0,0,11,23,4,0,0,0,0,0,11,0,23,0,4,16,39,0,0
4,155,0,66,0.2503263403263403,0.0,0.0,0.5006526806526806,127,19,72,0,0,55,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,16,39,0,0
