run,day,blue_pop,red_pop,within_trust,between_trust,within_blue_trust,within_red_trust,total_spawned,total_consumed,z0_spawn,z1_spawn,z2_spawn,z3_spawn,z4_spawn,z0_cons,z1_cons,z2_cons,z3_cons,z4_cons,z0_blue_cons,z0_red_cons,z1_blue_cons,z1_red_cons,z2_blue_cons,z2_red_cons,z3_blue_cons,z3_red_cons,z4_blue_cons,z4_red_cons,blue_dead,red_dead,blue_born,red_born
4,57,90,0,0.2557553058676654,0.0,0.5115106117353307,0.0,225,38,0,0,60,165,0,10,7,0,21,0,10,0,7,0,0,0,21,0,0,0,-60,1,1,0
4,58,90,0,0.2557553058676654,0.0,0.5115106117353307,0.0,115,44,0,0,60,55,0,9,12,10,13,0,9,0,12,0,10,0,13,0,0,0,-60,1,0,0
4,59,92,0,0.25550645007166733,0.0,0.5110129001433347,0.0,167,60,72,0,0,55,40,5,0,16,24,15,5,0,0,0,16,0,24,0,15,0,-61,1,1,0
4,60,94,0,0.25538778311599164,0.0,0.5107755662319833,0.0,55,22,0,0,0,55,0,10,0,9,0,3,10,0,0,0,9,0,0,0,3,0,-62,1,1,0
4,61,94,0,0.25538778311599164,0.0,0.5107755662319833,0.0,55,16,0,0,0,55,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,-62,1,0,0
4,62,95,0,0.2552743561030234,0.0,0.5105487122060468,0.0,55,23,0,0,0,55,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,-62,1,1,0
4,63,98,0,0.254954765411319,0.0,0.509909530822638,0.0,297,27,72,70,60,55,40,2,0,0,16,9,2,0,0,0,0,0,16,0,9,0,-63,1,2,0
4,64,99,0,0.2549062049062048,0.0,0.5098124098124096,0.0,55,33,0,0,0,55,0,0,0,12,14,7,0,0,0,0,12,0,14,0,7,0,-63,1,1,0
4,65,99,0,0.2549062049062048,0.0,0.5098124098124096,0.0,0,33,0,0,0,0,0,13,0,10,10,0,13,0,0,0,10,0,10,0,0,0,-63,1,0,0
4,66,100,0,0.25480808080808065,0.0,0.5096161616161613,0.0,115,42,0,0,60,55,0,15,2,1,24,0,15,0,2,0,1,0,24,0,0,0,-63,1,1,0
4,67,100,0,0.255090909090909,0.0,0.510181818181818,0.0,55,30,0,0,0,55,0,1,0,11,18,0,1,0,0,0,11,0,18,0,0,0,-63,1,0,0
4,68,100,0,0.255090909090909,0.0,0.510181818181818,0.0,95,19,0,0,0,55,40,0,0,2,3,14,0,0,0,0,2,0,3,0,14,0,-63,1,0,0
4,69,100,0,0.255090909090909,0.0,0.510181818181818,0.0,72,29,72,0,0,0,0,9,0,9,9,2,9,0,0,0,9,0,9,0,2,0,-63,1,0,0
4,70,100,0,0.255131313131313,0.0,0.510262626262626,0.0,130,17,0,70,60,0,0,4,0,4,9,0,4,0,0,0,4,0,9,0,0,0,-63,1,0,0
4,71,102,0,0.25493108134342835,0.0,0.5098621626868567,0.0,55,8,0,0,0,55,0,0,0,1,7,0,0,0,0,0,1,0,7,0,0,0,-64,1,1,0
4,72,103,0,0.25483533219112875,0.0,0.5096706643822575,0.0,95,31,0,0,0,55,40,0,11,11,9,0,0,0,11,0,11,0,9,0,0,0,-64,1,1,0
4,73,107,0,0.25447892787868087,0.0,0.5089578557573617,0.0,259,35,144,0,60,55,0,16,0,3,13,3,16,0,0,0,3,0,13,0,3,0,-65,1,3,0
4,74,109,0,0.2543153244988106,0.0,0.5086306489976212,0.0,55,37,0,0,0,55,0,6,12,2,11,6,6,0,12,0,2,0,11,0,6,0,-66,1,1,0
4,75,113,0,0.2540850189633374,0.0,0.5081700379266748,0.0,55,19,0,0,0,55,0,0,1,7,2,9,0,0,1,0,7,0,2,0,9,0,-68,1,2,0
4,76,113,0,0.2540850189633374,0.0,0.5081700379266748,0.0,100,12,0,0,60,0,40,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,-68,1,0,0
4,77,113,0,0.2540850189633374,0.0,0.5081700379266748,0.0,72,16,72,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,0,11,0,-68,1,0,0
4,78,115,0,0.2539435545385201,0.0,0.5078871090770402,0.0,197,26,72,70,0,55,0,0,0,4,17,5,0,0,0,0,4,0,17,0,5,0,-68,1,2,0
4,79,114,0,0.2533612793044557,0.0,0.5067225586089114,0.0,0,16,0,0,0,0,0,4,0,5,7,0,4,0,0,0,5,0,7,0,0,0,-67,1,0,0
4,80,114,0,0.2534699580810432,0.0,0.5069399161620864,0.0,60,15,0,0,60,0,0,4,0,10,1,0,4,0,0,0,10,0,1,0,0,0,-67,1,0,0
4,81,117,0,0.2532935455349247,0.0,0.5065870910698494,0.0,112,2,72,0,0,0,40,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-68,1,2,0
4,82,117,0,0.2532935455349247,0.0,0.5065870910698494,0.0,127,16,72,0,0,55,0,0,8,2,1,5,0,0,8,0,2,0,1,0,5,0,-68,1,0,0
4,83,118,0,0.25323772272924805,0.0,0.5064754454584961,0.0,227,23,72,0,60,55,40,4,0,5,8,6,4,0,0,0,5,0,8,0,6,0,-68,1,1,0
4,84,118,0,0.25323772272924805,0.0,0.5064754454584961,0.0,0,11,0,0,0,0,0,0,0,2,7,2,0,0,0,0,2,0,7,0,2,0,-68,1,0,0
4,85,116,0,0.25335082458770597,0.0,0.5067016491754119,0.0,167,3,72,0,0,55,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-65,1,1,0
4,86,112,0,0.2535955598455597,0.0,0.5071911196911194,0.0,257,7,72,70,60,55,0,0,0,0,3,4,0,0,0,0,0,0,3,0,4,0,-61,1,0,0
4,87,108,0,0.25391138802353747,0.0,0.5078227760470749,0.0,127,22,72,0,0,55,0,0,0,0,17,5,0,0,0,0,0,0,17,0,5,0,-57,1,0,0
4,88,105,0,0.25413919413919406,0.0,0.5082783882783881,0.0,55,11,0,0,0,55,0,0,0,10,1,0,0,0,0,0,10,0,1,0,0,0,-54,1,0,0
4,89,104,0,0.25421956684092595,0.0,0.5084391336818519,0.0,72,20,72,0,0,0,0,7,0,10,2,1,7,0,0,0,10,0,2,0,1,0,-52,1,1,0
4,90,103,0,0.25430230344565,0.0,0.5086046068913,0.0,227,21,72,0,60,55,40,17,0,4,0,0,17,0,0,0,4,0,0,0,0,0,-51,1,0,0
4,91,102,0,0.25438749757328666,0.0,0.5087749951465733,0.0,127,11,72,0,0,55,0,3,0,0,0,8,3,0,0,0,0,0,0,0,8,0,-49,1,1,0
4,92,96,0,0.2542214912280701,0.0,0.5084429824561402,0.0,150,31,0,0,0,110,40,13,0,0,6,12,13,0,0,0,0,0,6,0,12,0,-42,1,1,0
4,93,91,0,0.2548107448107448,0.0,0.5096214896214896,0.0,187,10,72,0,60,55,0,0,0,4,0,6,0,0,0,0,4,0,0,0,6,0,-36,1,1,0
4,94,88,0,0.25514629049111803,0.0,0.5102925809822361,0.0,237,14,72,70,0,55,40,0,0,0,9,5,0,0,0,0,0,0,9,0,5,0,-32,1,1,0
4,95,84,0,0.2556511761331039,0.0,0.5113023522662078,0.0,167,47,72,0,0,55,40,0,20,0,2,25,0,0,20,0,0,0,2,0,25,0,-28,1,0,0
4,96,81,0,0.25608024691358033,0.0,0.5121604938271607,0.0,115,11,0,0,60,55,0,0,3,0,6,2,0,0,3,0,0,0,6,0,2,0,-25,1,0,0
4,97,81,0,0.2561419753086421,0.0,0.5122839506172842,0.0,167,45,72,0,0,55,40,0,4,0,21,20,0,0,4,0,0,0,21,0,20,0,-25,1,0,0
4,98,82,0,0.2559921710328215,0.0,0.511984342065643,0.0,55,22,0,0,0,55,0,0,0,5,16,1,0,0,0,0,5,0,16,0,1,0,-25,1,1,0
4,99,82,0,0.2559921710328215,0.0,0.511984342065643,0.0,267,20,72,0,60,55,80,0,0,4,9,7,0,0,0,0,4,0,9,0,7,0,-25,1,0,0
4,100,83,0,0.25584778136938,0.0,0.51169556273876,0.0,55,46,0,0,0,55,0,0,0,16,14,16,0,0,0,0,16,0,14,0,16,0,-25,1,1,0
4,101,83,0,0.25584778136938,0.0,0.51169556273876,0.0,55,25,0,0,0,55,0,0,0,2,23,0,0,0,0,0,2,0,23,0,0,0,-25,1,0,0
4,102,84,0,0.25570854847963287,0.0,0.5114170969592657,0.0,324,33,144,70,0,110,0,9,0,5,19,0,9,0,0,0,5,0,19,0,0,0,-25,1,1,0
4,103,84,0,0.25570854847963287,0.0,0.5114170969592657,0.0,100,22,0,0,60,0,40,0,0,3,19,0,0,0,0,0,3,0,19,0,0,0,-25,1,0,0
4,104,84,0,0.25570854847963287,0.0,0.5114170969592657,0.0,95,21,0,0,0,55,40,0,12,0,0,9,0,0,12,0,0,0,0,0,9,0,-25,1,0,0
4,105,84,0,0.25570854847963287,0.0,0.5114170969592657,0.0,127,22,72,0,0,55,0,0,0,10,9,3,0,0,0,0,10,0,9,0,3,0,-25,1,0,0
4,106,86,0,0.2555129958960329,0.0,0.5110259917920658,0.0,95,44,0,0,0,55,40,7,2,5,22,8,7,0,2,0,5,0,22,0,8,0,-26,1,1,0
4,107,88,0,0.25526384535005225,0.0,0.5105276907001045,0.0,55,22,0,0,0,55,0,1,0,5,6,10,1,0,0,0,5,0,6,0,10,0,-27,1,1,0
4,108,88,0,0.25526384535005225,0.0,0.5105276907001045,0.0,167,21,72,0,0,55,40,5,0,0,11,5,5,0,0,0,0,0,11,0,5,0,-27,1,0,0
4,109,88,0,0.25526384535005225,0.0,0.5105276907001045,0.0,257,34,72,70,60,55,0,11,0,0,15,8,11,0,0,0,0,0,15,0,8,0,-27,1,0,0
4,110,90,0,0.25503121098626713,0.0,0.5100624219725343,0.0,55,22,0,0,0,55,0,12,0,0,10,0,12,0,0,0,0,0,10,0,0,0,-28,1,1,0
4,111,91,0,0.2549206349206349,0.0,0.5098412698412698,0.0,0,38,0,0,0,0,0,10,7,3,15,3,10,0,7,0,3,0,15,0,3,0,-28,1,1,0
4,112,91,0,0.25498168498168494,0.0,0.5099633699633699,0.0,135,22,0,0,0,55,80,0,0,3,17,2,0,0,0,0,3,0,17,0,2,0,-28,1,0,0
4,113,91,0,0.25498168498168494,0.0,0.5099633699633699,0.0,187,24,72,0,60,55,0,0,0,0,16,8,0,0,0,0,0,0,16,0,8,0,-28,1,0,0
4,114,93,0,0.2547685834502103,0.0,0.5095371669004206,0.0,72,9,72,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,7,0,2,0,-29,1,1,0
4,115,93,0,0.2547685834502103,0.0,0.5095371669004206,0.0,127,13,72,0,0,55,0,0,0,2,6,5,0,0,0,0,2,0,6,0,5,0,-29,1,0,0
4,116,94,0,0.2546671242278654,0.0,0.5093342484557308,0.0,55,15,0,0,0,55,0,0,0,7,7,1,0,0,0,0,7,0,7,0,1,0,-29,1,1,0
4,117,97,0,0.254381443298969,0.0,0.508762886597938,0.0,237,52,72,70,0,55,40,15,0,7,20,10,15,0,0,0,7,0,20,0,10,0,-30,1,2,0
4,118,97,0,0.254381443298969,0.0,0.508762886597938,0.0,55,19,0,0,0,55,0,3,3,0,8,5,3,0,3,0,0,0,8,0,5,0,-30,1,0,0
4,119,97,0,0.254381443298969,0.0,0.508762886597938,0.0,60,16,0,0,60,0,0,0,0,0,14,2,0,0,0,0,0,0,14,0,2,0,-30,1,0,0
4,120,98,0,0.2542920260887859,0.0,0.5085840521775719,0.0,55,22,0,0,0,55,0,0,4,0,18,0,0,0,4,0,0,0,18,0,0,0,-30,1,1,0
4,121,99,0,0.25420531849103273,0.0,0.5084106369820655,0.0,40,8,0,0,0,0,40,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,-30,1,1,0
4,122,100,0,0.254121212121212,0.0,0.508242424242424,0.0,127,8,72,0,0,55,0,5,0,3,0,0,5,0,0,0,3,0,0,0,0,0,-30,1,1,0
4,123,100,0,0.254121212121212,0.0,0.508242424242424,0.0,187,11,72,0,60,55,0,0,0,7,2,2,0,0,0,0,7,0,2,0,2,0,-30,1,0,0
4,124,100,0,0.254121212121212,0.0,0.508242424242424,0.0,0,13,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,11,0,2,0,-30,1,0,0
4,125,100,0,0.254121212121212,0.0,0.508242424242424,0.0,142,14,72,70,0,0,0,3,0,5,3,3,3,0,0,0,5,0,3,0,3,0,-30,1,0,0
4,126,98,0,0.25273511466442244,0.0,0.5054702293288449,0.0,172,10,72,0,60,0,40,0,0,0,4,6,0,0,0,0,0,0,4,0,6,0,-28,1,0,0
4,127,98,0,0.25273511466442244,0.0,0.5054702293288449,0.0,199,18,144,0,0,55,0,12,0,0,0,6,12,0,0,0,0,0,0,0,6,0,-28,1,0,0
4,128,98,0,0.25273511466442244,0.0,0.5054702293288449,0.0,127,23,72,0,0,55,0,9,0,0,14,0,9,0,0,0,0,0,14,0,0,0,-28,1,0,0
4,129,99,0,0.25267985982271696,0.0,0.5053597196454339,0.0,187,15,72,0,60,55,0,0,8,0,4,3,0,0,8,0,0,0,4,0,3,0,-28,1,1,0
4,130,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,222,40,72,0,0,110,40,11,0,3,9,17,11,0,0,0,3,0,9,0,17,0,-28,1,1,0
4,131,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,0,21,0,0,0,0,0,13,0,0,7,1,13,0,0,0,0,0,7,0,1,0,-28,1,0,0
4,132,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,115,9,0,0,60,55,0,7,0,2,0,0,7,0,0,0,2,0,0,0,0,0,-28,1,0,0
4,133,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,70,11,0,70,0,0,0,0,0,3,8,0,0,0,0,0,3,0,8,0,0,0,-28,1,0,0
4,134,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,55,24,0,0,0,55,0,0,6,5,13,0,0,0,6,0,5,0,13,0,0,0,-28,1,0,0
4,135,100,0,0.25262626262626264,0.0,0.5052525252525253,0.0,112,28,72,0,0,0,40,0,0,10,11,7,0,0,0,0,10,0,11,0,7,0,-28,1,0,0
4,136,101,0,0.2525742574257426,0.0,0.5051485148514852,0.0,187,20,72,0,60,55,0,7,0,11,0,2,7,0,0,0,11,0,0,0,2,0,-28,1,1,0
4,137,101,0,0.2525742574257426,0.0,0.5051485148514852,0.0,72,18,72,0,0,0,0,2,0,6,7,3,2,0,0,0,6,0,7,0,3,0,-28,1,0,0
4,138,103,0,0.2524747763182943,0.0,0.5049495526365886,0.0,72,20,72,0,0,0,0,0,0,4,15,1,0,0,0,0,4,0,15,0,1,0,-29,1,1,0
4,139,103,0,0.2524747763182943,0.0,0.5049495526365886,0.0,227,4,72,0,60,55,40,0,0,0,3,1,0,0,0,0,0,0,3,0,1,0,-29,1,0,0
4,140,104,0,0.2524271844660194,0.0,0.5048543689320388,0.0,142,19,72,70,0,0,0,4,0,2,8,5,4,0,0,0,2,0,8,0,5,0,-29,1,1,0
4,141,104,0,0.2524271844660194,0.0,0.5048543689320388,0.0,199,21,144,0,0,55,0,8,0,3,6,4,8,0,0,0,3,0,6,0,4,0,-29,1,0,0
4,142,104,0,0.2524271844660194,0.0,0.5048543689320388,0.0,187,10,72,0,60,55,0,0,0,0,6,4,0,0,0,0,0,0,6,0,4,0,-29,1,0,0
4,143,103,0,0.2517989720159909,0.0,0.5035979440319818,0.0,55,22,0,0,0,55,0,0,6,9,5,2,0,0,6,0,9,0,5,0,2,0,-28,1,0,0
4,144,103,0,0.2517989720159909,0.0,0.5035979440319818,0.0,95,13,0,0,0,55,40,5,1,0,1,6,5,0,1,0,0,0,1,0,6,0,-28,1,0,0
4,145,104,0,0.25176437640029875,0.0,0.5035287528005975,0.0,127,23,72,0,0,55,0,0,0,0,19,4,0,0,0,0,0,0,19,0,4,0,-28,1,1,0
4,146,104,0,0.25176437640029875,0.0,0.5035287528005975,0.0,115,38,0,0,60,55,0,8,0,6,20,4,8,0,0,0,6,0,20,0,4,0,-28,1,0,0
4,147,104,0,0.25176437640029875,0.0,0.5035287528005975,0.0,55,17,0,0,0,55,0,8,0,0,9,0,8,0,0,0,0,0,9,0,0,0,-28,1,0,0
4,148,105,0,0.25173076923076926,0.0,0.5034615384615385,0.0,125,16,0,70,0,55,0,5,0,0,10,1,5,0,0,0,0,0,10,0,1,0,-28,1,1,0
4,149,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,115,15,0,0,60,55,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,-29,1,1,0
4,150,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,55,11,0,0,0,55,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,-29,1,0,0
4,151,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,1,0,0
4,152,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,155,1,0,0,60,55,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-29,1,0,0
4,153,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,1,0,0
4,154,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,1,0,0
4,155,107,0,0.25166637277376125,0.0,0.5033327455475225,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,1,0,0
4,156,104,0,0.25176437640029875,0.0,0.5035287528005975,0.0,185,0,0,70,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,1,0,0
4,157,102,0,0.2518345952242283,0.0,0.5036691904484566,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,1,0,0
4,158,102,0,0.2518345952242283,0.0,0.5036691904484566,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,1,0,0
4,159,100,0,0.2519090909090909,0.0,0.5038181818181818,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,1,0,0
4,160,98,0,0.2519882179675994,0.0,0.5039764359351988,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,1,0,0
4,161,96,0,0.25207236842105263,0.0,0.5041447368421053,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,1,0,0
4,162,92,0,0.25225752508361204,0.0,0.5045150501672241,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,1,0,0
4,163,84,0,0.2526391279403328,0.0,0.5052782558806655,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,0,0
4,164,82,0,0.2516410719662752,0.0,0.5032821439325504,0.0,125,0,0,70,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,0,0
4,165,73,0,0.2515220700152207,0.0,0.5030441400304414,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
4,166,56,0,0.25116883116883115,0.0,0.5023376623376623,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0
4,167,40,0,0.25,0.0,0.5,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0
4,168,17,0,0.25,0.0,0.5,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0
4,169,7,0,0.25,0.0,0.5,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0
4,170,5,0,0.25,0.0,0.5,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,0
4,171,0,0,0.0,0.0,0.0,0.0,197,0,72,70,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,172,0,0,0.0,0.0,0.0,0.0,115,0,0,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,173,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,174,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,175,0,0,0.0,0.0,0.0,0.0,227,0,72,0,60,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,176,0,0,0.0,0.0,0.0,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,177,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,178,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,179,0,0,0.0,0.0,0.0,0.0,297,0,72,70,60,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,180,0,0,0.0,0.0,0.0,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,181,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,182,0,0,0.0,0.0,0.0,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,183,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,184,0,0,0.0,0.0,0.0,0.0,95,0,0,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,185,0,0,0.0,0.0,0.0,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,186,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,187,0,0,0.0,0.0,0.0,0.0,197,0,72,70,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,188,0,0,0.0,0.0,0.0,0.0,95,0,0,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,189,0,0,0.0,0.0,0.0,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,190,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,191,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,192,0,0,0.0,0.0,0.0,0.0,115,0,0,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,193,0,0,0.0,0.0,0.0,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,194,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,195,0,0,0.0,0.0,0.0,0.0,257,0,72,70,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,196,0,0,0.0,0.0,0.0,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,197,0,0,0.0,0.0,0.0,0.0,167,0,72,0,0,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,198,0,0,0.0,0.0,0.0,0.0,187,0,72,0,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,199,0,0,0.0,0.0,0.0,0.0,127,0,72,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
4,200,0,0,0.0,0.0,0.0,0.0,55,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0
2,1,50,50,0.5120816326530626,0.5,0.5155102040816346,0.5086530612244907,0,53,0,0,0,0,0,3,0,8,26,16,0,3,0,0,7,1,19,7,10,6,-50,-50,0,0
2,2,51,52,0.518137254901962,0.5,0.5215686274509819,0.5147058823529423,55,76,0,0,0,55,0,23,8,18,26,1,17,6,2,6,13,5,7,19,0,1,-50,-51,1,1
2,3,54,55,0.5211638396544067,0.5,0.5232704402515728,0.5190572390572408,110,40,0,0,0,110,0,4,6,0,30,0,1,3,6,0,0,0,14,16,0,0,-51,-52,2,2
2,4,56,55,0.5205086580086591,0.5,0.5216233766233772,0.5193939393939411,175,47,0,0,120,55,0,1,0,22,24,0,0,1,0,0,9,13,13,11,0,0,-52,-52,1,0
2,5,56,55,0.5208333333333345,0.5,0.5222727272727279,0.5193939393939411,95,33,0,0,0,55,40,0,0,11,11,11,0,0,0,0,0,11,0,11,11,0,-52,-52,0,0
2,6,56,58,0.520089781664193,0.5,0.5222727272727279,0.517906836055658,55,33,0,0,0,55,0,0,0,2,25,6,0,0,0,0,0,2,3,22,5,1,-52,-53,0,2
2,7,57,60,0.5200958965209644,0.5,0.5214912280701759,0.518700564971753,115,30,0,0,60,55,0,0,0,8,22,0,0,0,0,0,0,8,5,17,0,0,-52,-54,1,1
2,8,59,62,0.5199916488976524,0.5,0.520046756282876,0.5199365415124287,125,34,0,70,0,55,0,0,0,10,24,0,0,0,0,0,10,0,14,10,0,0,-53,-55,1,1
2,9,59,62,0.5200974130436069,0.5,0.520046756282876,0.5201480698043378,95,28,0,0,0,55,40,0,5,1,22,0,0,0,5,0,1,0,9,13,0,0,-53,-55,0,0
2,10,61,63,0.5197402482939245,0.5,0.5187431693989075,0.5207373271889415,242,65,72,0,60,110,0,1,0,4,42,18,0,1,0,0,0,4,21,21,9,9,-54,-55,1,1
2,11,61,65,0.5203090846994545,0.5,0.5187431693989075,0.5218750000000013,55,38,0,0,0,55,0,0,2,18,17,1,0,0,2,0,0,18,6,11,0,1,-54,-56,0,1
2,12,63,67,0.5195683362269792,0.5,0.5175627240143373,0.5215739484396211,0,16,0,0,0,0,0,8,0,1,7,0,0,8,0,0,0,1,4,3,0,0,-55,-57,1,1
2,13,63,67,0.5197718640424474,0.5,0.5175627240143373,0.5219810040705573,55,22,0,0,0,55,0,10,0,0,12,0,0,10,0,0,0,0,0,12,0,0,-55,-57,0,0
2,14,63,71,0.5186405169367463,0.5,0.5175627240143373,0.5197183098591553,100,35,0,0,60,0,40,3,0,5,10,17,0,3,0,0,0,5,1,9,5,12,-55,-58,0,3
2,15,63,73,0.5183323513526787,0.5,0.5175627240143373,0.51910197869102,55,22,0,0,0,55,0,0,0,0,22,0,0,0,0,0,0,0,1,21,0,0,-55,-59,0,1
2,16,63,74,0.5180742165055027,0.5,0.5175627240143373,0.518585708996668,125,7,0,70,0,55,0,0,0,1,6,0,0,0,0,0,0,1,0,6,0,0,-55,-59,0,1
2,17,63,76,0.5176760988492739,0.5,0.5175627240143373,0.5177894736842105,60,19,0,0,60,0,0,0,0,1,18,0,0,0,0,0,0,1,0,18,0,0,-55,-60,0,1
